Age,Weight,Height,Protein,Calories,BMI,Meal_Type,Day_Meal
56,59,178,98.56,2318.39,18.62,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
41,58,187,103.83,2028.44,16.59,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
19,61,181,63.56,2288.48,18.62,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
47,67,180,105.44,1712.32,20.68,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
53,70,175,114.67,1695.93,22.86,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
28,53,161,97.01,1720.8,20.45,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
26,94,184,50.75,2069.46,27.76,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
59,57,177,110.08,2597.13,18.19,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
46,53,171,73.23,2518.49,18.13,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
56,98,164,98.39,2226.11,36.44,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
46,53,183,76.78,1623.34,15.83,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
26,67,168,98.75,2245.72,23.74,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,51,154,110.4,2152.01,21.5,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
21,92,177,72.09,2312.78,29.37,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
56,48,181,45.19,1920.32,14.65,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
22,69,156,85.84,2165.03,28.35,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
48,81,160,81.84,2210.81,31.64,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
21,52,185,98.67,2486.06,15.19,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
58,57,153,93.07,2776.98,24.35,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
28,49,151,112.5,2508.24,21.49,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
40,79,180,42.72,2112.64,24.38,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
30,49,156,116.27,1974.12,20.13,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
56,80,172,77.41,2610.42,27.04,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
59,49,188,43.06,2646.91,13.86,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
46,51,162,80.4,2166.25,19.43,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
37,53,155,81.8,1949.81,22.06,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
41,59,157,110.24,2681.52,23.94,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
40,53,159,77.66,2674.43,20.96,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
58,45,150,54.51,2023.17,20.0,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
53,66,158,109.27,2022.54,26.44,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
19,75,186,105.72,2365.93,21.68,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
43,56,163,49.25,2611.15,21.08,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
45,59,156,96.93,2724.58,24.24,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
32,90,167,83.65,2553.97,32.27,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
52,99,151,109.7,1663.57,43.42,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
32,60,176,94.38,2188.12,19.37,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
39,81,180,82.02,2668.5,25.0,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
55,68,162,54.26,2689.44,25.91,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
50,87,187,76.07,2270.38,24.88,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
25,81,151,99.66,1701.37,35.52,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
52,72,159,44.32,2638.5,28.48,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
32,64,159,113.47,2546.98,25.32,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
49,86,166,82.91,2788.45,31.21,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
27,65,179,66.0,2240.62,20.29,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
29,64,170,119.77,2745.03,22.15,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
58,46,180,82.61,1869.16,14.2,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
18,57,184,58.3,2797.56,16.84,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
57,72,182,95.09,1933.73,21.74,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
37,53,181,94.21,1723.46,16.18,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
36,53,187,80.88,2391.69,15.16,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
21,78,170,113.07,2487.23,26.99,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
49,85,161,58.35,2116.18,32.79,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
49,48,170,55.7,2661.09,16.61,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
47,76,179,53.75,1630.49,23.72,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
55,71,175,111.0,2258.95,23.18,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
42,60,180,63.45,2546.83,18.52,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
47,56,156,48.97,2451.68,23.01,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
59,93,156,89.17,2427.61,38.21,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
37,81,167,115.38,2436.0,29.04,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
21,87,156,66.59,2072.22,35.75,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
49,84,171,90.33,2301.03,28.73,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
19,98,174,106.87,2595.49,32.37,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,99,172,91.28,2578.4,33.46,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
20,67,155,71.15,2311.44,27.89,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
28,54,150,119.06,2553.87,24.0,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
29,45,151,51.57,2076.48,19.74,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
56,65,185,51.99,2735.11,18.99,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
55,70,163,112.77,2145.95,26.35,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
41,53,168,42.49,2766.79,18.78,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
45,95,189,85.05,2453.35,26.6,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
58,85,177,101.55,2695.64,27.13,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
57,81,183,79.43,2437.36,24.19,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
45,89,185,76.42,1781.16,26.0,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
28,81,181,108.5,2050.45,24.72,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
22,87,186,84.12,2736.51,25.15,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
54,62,176,71.92,2590.66,20.02,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
23,61,184,64.37,2535.91,18.02,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
23,93,187,42.98,2672.63,26.59,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
44,65,155,106.83,1754.25,27.06,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
21,51,154,41.18,1922.21,21.5,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
22,66,156,78.45,2366.57,27.12,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
28,91,150,119.99,2643.43,40.44,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
24,99,188,41.6,1666.87,28.01,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
25,64,155,107.7,1983.78,26.64,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
30,64,153,40.97,2445.18,27.34,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
34,55,189,88.93,1759.43,15.4,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
49,82,153,41.56,1894.49,35.03,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
58,53,162,90.23,2556.61,20.2,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
41,86,158,106.93,1795.86,34.45,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
32,89,178,86.38,1774.02,28.09,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
28,61,184,40.8,2539.01,18.02,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
19,62,153,94.94,1670.18,26.49,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
43,86,168,116.94,2141.67,30.47,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
58,49,175,113.02,1618.71,16.0,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
54,85,164,86.53,1817.24,31.6,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
38,51,171,72.89,1881.2,17.44,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
24,72,168,107.72,2006.27,25.51,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
37,50,154,61.3,2003.16,21.08,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
24,59,178,117.77,2338.32,18.62,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
23,59,167,52.67,1828.9,21.16,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
26,88,189,44.08,2197.25,24.64,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
24,97,169,74.18,2573.61,33.96,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
51,68,166,58.14,2107.67,24.68,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
32,97,172,65.97,2148.78,32.79,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
19,62,151,102.05,1828.33,27.19,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
46,60,177,64.13,2641.1,19.15,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
21,70,180,45.11,1947.8,21.6,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
25,79,161,118.58,2634.42,30.48,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
58,66,160,88.42,2706.16,25.78,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
24,63,161,93.12,1888.89,24.3,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
51,89,162,53.64,1649.84,33.91,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
45,52,181,72.66,2299.26,15.87,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
21,58,167,48.87,2419.1,20.8,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
53,62,172,64.17,2500.95,20.96,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
58,76,157,87.54,1773.14,30.83,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
26,92,175,47.56,2488.44,30.04,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
19,60,167,82.72,1890.73,21.51,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
56,84,158,77.07,2637.41,33.65,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
28,62,171,77.14,1815.19,21.2,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
39,65,160,87.58,2217.99,25.39,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,53,183,80.89,2775.08,15.83,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
28,79,183,71.54,2438.74,23.59,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
36,48,162,83.0,2198.19,18.29,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
30,65,170,44.07,2173.12,22.49,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
43,55,160,103.99,1611.83,21.48,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
31,63,178,63.65,2694.48,19.88,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
36,59,179,66.98,1798.69,18.41,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
30,95,165,62.05,1996.31,34.89,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
40,62,170,63.0,1754.62,21.45,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
49,89,160,103.97,1744.3,34.77,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
22,77,185,84.19,2649.96,22.5,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
19,79,159,96.51,2554.76,31.25,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
26,48,179,67.48,2764.58,14.98,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
37,67,178,105.27,2073.05,21.15,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
24,67,162,90.0,1826.1,25.53,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
46,81,155,92.72,2423.29,33.71,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
55,60,180,55.28,2359.04,18.52,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
47,80,182,95.05,1674.1,24.15,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
24,48,159,94.52,2725.18,18.99,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
40,92,181,54.08,1938.15,28.08,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
20,97,173,90.08,2221.12,32.41,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
37,82,167,119.87,1802.39,29.4,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
42,88,152,45.46,1693.96,38.09,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
22,53,171,91.77,1917.29,18.13,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
56,59,155,101.92,2297.18,24.56,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
46,75,178,85.95,1615.69,23.67,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
54,90,159,106.52,2605.71,35.6,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
